event_id,file,event_group,date,glider_type,recorder_type,event_start_time_utc,event_end_time_utc,event_start_seconds,event_end_seconds,event_duration_seconds,event_duration_log,brief_event_indicator,sustained_event_indicator,start_latitude,start_longitude,pressure_altitude_at_start_m,gnss_altitude_at_start_m,analysis_altitude_at_start_m,terrain_elevation_m,start_agl_m,applicable_agl_threshold_m,above_required_agl,pre_vertical_speed_mean_mps,post_vertical_speed_mean_mps,vertical_speed_change_mps,post_altitude_change_m,post_climb_indicator,vertical_response_improved,post_altitude_gain_indicator,post_altitude_loss_indicator,large_post_altitude_gain_indicator,ENL_evidence,MOP_evidence,RPM_evidence,ENL_event_max,ENL_pre_median,ENL_post_median,ENL_increase_from_pre,ENL_relative_increase,MOP_event_max,MOP_pre_median,MOP_post_median,MOP_increase_from_pre,MOP_relative_increase,RPM_event_max,RPM_pre_median,RPM_post_median,RPM_increase_from_pre,RPM_relative_increase,available_motor_sensor_count,observed_motor_signal_count,motor_evidence_coverage,descriptive_evidence_count,ENL_available,MOP_available,RPM_available,TAS_available,GSP_available,VAT_available,ACZ_available,pre_window_rows,post_window_rows,pre_window_complete,post_window_complete,complete_event_context,missing_start_altitude,missing_start_location,missing_vertical_response,source_processing_status,source_time_series_rows,source_candidate_event_count,sponsor_verified_label,decision_tree_classification,manual_review_status,review_notes
4536-9239003151.igc__event_2,4536-9239003151.igc,2,"110824,1",JS-3-18m,"LXNAV,LX9070F",21:24:24,21:25:23,77064.0,77123.0,60.0,4.110873864173311,False,True,28.98798333333333,-99.95841666666666,2040.0,2177.0,2177.0,,,,,0.6166666666666667,-1.418103448275862,-2.034770114942529,-229.0,False,False,False,True,False,False,True,False,4.0,4.0,4.0,0.0,0.0,181.0,17.0,103.0,164.0,9.647058823529411,,,,,,2,1,0.5,2,True,True,False,True,True,True,True,60,116,True,True,True,False,False,False,processed,11103,13,,,not reviewed,
4536-9239003151.igc__event_3,4536-9239003151.igc,3,"110824,1",JS-3-18m,"LXNAV,LX9070F",21:34:05,21:35:03,77645.0,77703.0,59.0,4.0943445622221,False,True,28.80163333333333,-100.03225,1931.0,2052.0,2052.0,,,,,-0.3793103448275862,-2.831932773109244,-2.4526224282816576,-536.0,False,False,False,True,False,False,True,False,4.0,4.0,4.0,0.0,0.0,237.0,21.0,211.0,216.0,10.285714285714286,,,,,,2,1,0.5,2,True,True,False,True,True,True,True,58,119,True,True,True,False,False,False,processed,11103,13,,,not reviewed,
4536-9239003151.igc__event_4,4536-9239003151.igc,4,"110824,1",JS-3-18m,"LXNAV,LX9070F",21:50:28,21:51:10,78628.0,78670.0,43.0,3.784189633918261,False,True,28.5782,-100.25788333333334,1746.0,1850.0,1850.0,,,,,-0.5,-1.3833333333333333,-0.8833333333333333,-241.0,False,False,False,True,False,False,True,False,4.0,4.0,4.0,0.0,0.0,187.0,17.0,187.0,170.0,10.0,,,,,,2,1,0.5,2,True,True,False,True,True,True,True,60,120,True,True,True,False,False,False,processed,11103,13,,,not reviewed,
4536-9239003151.igc__event_5,4536-9239003151.igc,5,"110824,1",JS-3-18m,"LXNAV,LX9070F",22:01:17,22:02:15,79277.0,79335.0,59.0,4.0943445622221,False,True,28.46473333333333,-100.20675,2277.0,2430.0,2430.0,,,,,0.6833333333333333,-2.15,-2.833333333333333,-370.0,False,False,False,True,False,False,True,False,4.0,4.0,4.0,0.0,0.0,153.0,13.0,215.0,140.0,10.76923076923077,,,,,,2,1,0.5,2,True,True,False,True,True,True,True,60,120,True,True,True,False,False,False,processed,11103,13,,,not reviewed,
4536-9239003151.igc__event_6,4536-9239003151.igc,6,"110824,1",JS-3-18m,"LXNAV,LX9070F",22:17:05,22:17:59,80225.0,80279.0,55.0,4.02535169073515,False,True,28.248866666666668,-99.93955,1870.0,1990.0,1990.0,,,,,0.5084745762711864,-2.2,-2.7084745762711866,-445.0,False,False,False,True,False,False,True,False,4.0,4.0,4.0,0.0,0.0,189.0,23.0,229.0,166.0,7.217391304347826,,,,,,2,1,0.5,2,True,True,False,True,True,True,True,59,120,True,True,True,False,False,False,processed,11103,13,,,not reviewed,
4536-9239003151.igc__event_7,4536-9239003151.igc,7,"110824,1",JS-3-18m,"LXNAV,LX9070F",22:23:19,22:23:59,80599.0,80639.0,41.0,3.7376696182833684,False,True,28.209516666666666,-99.81133333333334,1744.0,1849.0,1849.0,,,,,-0.559322033898305,-1.361344537815126,-0.8020225039168211,-153.0,False,False,False,True,False,False,True,False,4.0,4.0,4.0,0.0,0.0,155.0,25.0,61.0,130.0,5.2,,,,,,2,1,0.5,2,True,True,False,True,True,True,True,59,119,True,True,True,False,False,False,processed,11103,13,,,not reviewed,
4536-9239003151.igc__event_8,4536-9239003151.igc,8,"110824,1",JS-3-18m,"LXNAV,LX9070F",22:40:55,22:41:54,81655.0,81714.0,60.0,4.110873864173311,False,True,28.089416666666665,-99.5715,1807.0,1921.0,1921.0,,,,,0.9,-0.475,-1.375,-237.0,False,False,False,True,False,False,True,False,4.0,4.0,4.0,0.0,0.0,159.0,19.0,117.0,140.0,7.368421052631579,,,,,,2,1,0.5,2,True,True,False,True,True,True,True,60,120,True,True,True,False,False,False,processed,11103,13,,,not reviewed,
4536-9239003151.igc__event_9,4536-9239003151.igc,9,"110824,1",JS-3-18m,"LXNAV,LX9070F",22:47:43,22:48:05,82063.0,82085.0,23.0,3.1780538303479458,False,True,28.051416666666668,-99.3911,1238.0,1309.0,1309.0,,,,,-1.6610169491525424,1.8416666666666663,3.5026836158192087,154.0,True,True,True,False,True,False,True,False,4.0,4.0,4.0,0.0,0.0,131.0,77.0,17.0,54.0,0.7012987012987013,,,,,,2,1,0.5,5,True,True,False,True,True,True,True,59,120,True,True,True,False,False,False,processed,11103,13,,,not reviewed,
4536-9239003151.igc__event_10,4536-9239003151.igc,10,"110824,1",JS-3-18m,"LXNAV,LX9070F",22:52:15,22:52:47,82335.0,82367.0,33.0,3.5263605246161616,False,True,28.0632,-99.3503,1471.0,1566.0,1566.0,,,,,-0.4576271186440678,-1.1833333333333331,-0.7257062146892653,-150.0,False,False,False,True,False,False,True,False,4.0,4.0,4.0,0.0,0.0,127.0,21.0,97.0,106.0,5.0476190476190474,,,,,,2,1,0.5,2,True,True,False,True,True,True,True,59,120,True,True,True,False,False,False,processed,11103,13,,,not reviewed,
4536-9239003151.igc__event_11,4536-9239003151.igc,11,"110824,1",JS-3-18m,"LXNAV,LX9070F",23:08:31,23:09:03,83311.0,83343.0,33.0,3.5263605246161616,False,True,28.19143333333333,-99.07895,1007.0,1061.0,1061.0,,,,,2.65,3.5294117647058822,0.8794117647058823,549.0,True,True,True,False,True,False,True,False,4.0,4.0,4.0,0.0,0.0,43.0,19.0,31.0,24.0,1.263157894736842,,,,,,2,1,0.5,5,True,True,False,True,True,True,True,60,119,True,True,True,False,False,False,processed,11103,13,,,not reviewed,
4536-9239003151.igc__event_12,4536-9239003151.igc,12,"110824,1",JS-3-18m,"LXNAV,LX9070F",23:14:21,23:14:28,83661.0,83668.0,8.0,2.1972245773362196,False,False,28.215316666666663,-99.1124,1734.0,1837.0,1837.0,,,,,-2.364406779661017,-0.025,2.339406779661017,39.0,False,True,True,False,True,False,True,False,4.0,4.0,4.0,0.0,0.0,173.0,9.0,72.0,164.0,18.22222222222222,,,,,,2,1,0.5,3,True,True,False,True,True,True,True,59,120,True,True,True,False,False,False,processed,11103,13,,,not reviewed,
4536-9239003151.igc__event_13,4536-9239003151.igc,13,"110824,1",JS-3-18m,"LXNAV,LX9070F",23:54:11,23:54:18,86051.0,86058.0,8.0,2.1972245773362196,False,False,29.24315,-99.75901666666668,536.0,554.0,554.0,,,,,-3.4833333333333334,-2.406779661016949,1.0765536723163844,-297.0,False,True,False,True,False,False,True,False,4.0,4.0,4.0,0.0,0.0,553.0,287.0,329.0,266.0,0.926829268292683,,,,,,2,1,0.5,2,True,True,False,True,True,True,True,60,118,True,True,True,False,False,False,processed,11103,13,,,not reviewed,
