file,date,glider_type,recorder_type,gps_receiver,pressure_sensor,motor_sensor,extensions,b_record_count,valid_b_record_count,invalid_b_record_count,has_i_record,parse_error,FXA,ENL,MOP,RPM,TAS,GSP,VAT,NET,ACZ,AOR,AOP,OAT,extension_count
4536-9239003137.igc,"110824,1",JS-3-18m_2L,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10161,ET=582,41,582,41,2.69V,p=70),SW:201, HW:2","ACZ,AOA,AOP,AOR,ENL,FXA,GSP,MOP,NET,OAT,SIU,TAS,TRT,VAT",13618,13616,2,True,,True,True,True,False,True,True,True,True,True,True,True,True,14
4536-9239003138.igc,"110824,1",18m AS33 @ventus,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",12240,12222,18,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9239003139.igc,"110824,1",JS-3-18m,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",14131,14131,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9239003142.igc,,JS-3-18m,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",16260,16260,0,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9239003143.igc,,AS 33Es 18m,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",14112,14112,0,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9239003145.igc,,Ventus 3M,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",14657,14657,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9239003146.igc,,Default,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",14655,14655,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,12
4536-9239003148.igc,,Ventus 3T,"LXNAV,LX9000F","uBLOX LEA-6DUAL,50,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,OAT,TAS,TRT,VAT",6456,6456,0,True,,True,True,False,False,True,True,True,False,True,True,True,True,10
4536-9239003150.igc,,JS-3-18m,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10194,ET=159,37,159,37,0.03V,p=64),SW:100, HW:2","ACZ,AOP,AOR,ENL,FXA,GSP,MOP,NET,OAT,TAS,TRT,VAT",12952,12948,4,True,,True,True,True,False,True,True,True,True,True,True,True,True,12
4536-9239003151.igc,"110824,1",JS-3-18m,"LXNAV,LX9070F","uBLOX LEA-6DUAL,50,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10069,ET=747,80,747,80,3.25V,p=24),SW:201, HW:1","ACZ,ENL,FXA,GSP,MOP,OAT,SIU,TAS,TRT,VAT",11103,11012,91,True,,True,True,True,False,True,True,True,False,True,False,False,True,10
4536-9239003152.igc,"110824,1",JS-3-18m,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10218,ET=33,18,33,18,0.04V,p=1),SW:100, HW:2","ACZ,AOA,AOP,AOR,ENL,FXA,GSP,MOP,NET,OAT,SIU,TAS,TRT,VAT",13308,13305,3,True,,True,True,True,False,True,True,True,True,True,True,True,True,14
4536-9239003154.igc,,JS-3-15m,"LXNAV,NANO4",,"INTERSEMA,MS5611,max16000m","LXV,ON,ACOUSTIC","ENL,FXA,GSP,MOP,TRT",11900,9406,2494,True,,True,True,True,False,False,True,False,False,False,False,False,False,5
4536-9239003157.igc,,ASG29,"ClearNav Instr., ClearNav II",,"Intersema,MS5540C,20000",,"ENL,FXA,GSP",17097,17097,0,True,,True,True,False,False,False,True,False,False,False,False,False,False,3
4536-9239003158.igc,,JS-3-18m,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10298,ET=2618,11,2618,11,0.07V,p=1),SW:100, HW:2","ACZ,EGT,ENL,FFL,FLE,FXA,GSP,MOP,OAT,RPM,TAS,TRT,VAT",14668,14668,0,True,,True,True,True,True,True,True,True,False,True,False,False,True,13
4536-9239003159.igc,,JS-3-18m,"LXNAV,LX9070PF","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ECURRENT,MOP-(SN:366,ET=87,33,87,33,3.30V,p=1),SW:200, HW:20","ACZ,AOP,AOR,CUR,ENL,FXA,GSP,MOP,NET,OAT,TAS,TRT,VAT",11108,11108,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,13
4536-9239003161.igc,,JS-3-18m,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ECURRENT,MOP-(SN:221,ET=33,11,33,11,3.32V,p=1),SW:100, HW:3","ACZ,COT,CU1,CU2,ENL,FXA,GSP,LE1,LE2,MOP,MOT,OAT,RPM,TAS,TRT,VAT,VO1,VO2",15491,15491,0,True,,True,True,True,True,True,True,True,False,True,False,False,True,18
4536-9239003167.igc,,AS33Es,"ClearNav Instr., ClearNav II",,"Intersema,MS5540C,20000",,"ENL,FXA,GSP",9870,9870,0,True,,True,True,False,False,False,True,False,False,False,False,False,False,3
4536-9239003170.igc,"120824,1",JS-3-18m_2L,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10161,ET=582,41,582,41,2.68V,p=70),SW:201, HW:2","ACZ,AOA,AOP,AOR,ENL,FXA,GSP,MOP,NET,OAT,SIU,TAS,TRT,VAT",11212,11212,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,14
4536-9239003172.igc,"120824,1",JS-3-18m,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",15680,15680,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9239003173.igc,,JS-3-18m Abm,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10181,ET=233,56,233,56,0.04V,p=1),SW:100, HW:2","ACZ,AOP,AOR,ENL,FXA,GSP,MOP,NET,OAT,TAS,TRT,VAT",14936,14936,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,12
4536-9239003175.igc,,JS-3-18m,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",14065,14065,0,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9239003178.igc,,Ventus 3M,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",11584,11584,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9239003179.igc,,Ventus 3T,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",11468,11468,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,12
4536-9239003180.igc,,JS-3-18m,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10190,ET=25622,184,25622,184,0.02V,p=1),SW:100, HW:2","ACZ,AOP,AOR,ENL,FXA,GSP,MOP,NET,OAT,TAS,TRT,VAT",13963,13963,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,12
4536-9239003181.igc,,Ventus 3T,"LXNAV,LX9000F","uBLOX LEA-6DUAL,50,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,OAT,TAS,TRT,VAT",13553,13553,0,True,,True,True,False,False,True,True,True,False,True,True,True,True,10
4536-9239003182.igc,,JS-3-18m,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ECURRENT,MOP-(SN:306,ET=29,15,29,15,3.30V,p=1),SW:200, HW:20","0VO,103,ACZ,COT,CU1,CU2,ENL,FXA,GSP,LE1,MOP,MOT,NET,OAT,RPM,TAS,TRT,VAT,VO1",11329,11329,0,True,,True,True,True,True,True,True,True,True,True,False,False,True,19
4536-9239003186.igc,,AS 33Es 18m,"LXNAV,S10","UBLOX,NEO-9,92,max50000m","INTERSEMA,MS5611,max30000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",11140,11140,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9239003187.igc,,JS-3-18m_MM,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10283,ET=52,31,52,31,0.03V,p=1),SW:100, HW:2","ACZ,ENL,FXA,GSP,MOP,OAT,TAS,TRT,VAT",11396,11396,0,True,,True,True,True,False,True,True,True,False,True,False,False,True,9
4536-9239003188.igc,,JS-3-18m,"LXNAV,LX9070F","uBLOX LEA-6S,50,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10365,ET=146,20,146,20,3.31V,p=1),SW:200, HW:20","ACZ,AOP,AOR,ENL,FXA,GSP,MOP,OAT,TAS,TRT,VAT",13963,13962,1,True,,True,True,True,False,True,True,True,False,True,True,True,True,11
4536-9239003190.igc,,ASG29,"ClearNav Instr., ClearNav II",,"Intersema,MS5540C,20000",,"ENL,FXA,GSP",16307,16307,0,True,,True,True,False,False,False,True,False,False,False,False,False,False,3
4536-9239003191.igc,,JS-3-18m,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10298,ET=2618,11,2618,11,0.08V,p=1),SW:100, HW:2","ACZ,EGT,ENL,FFL,FLE,FXA,GSP,MOP,OAT,RPM,TAS,TRT,VAT",5896,5896,0,True,,True,True,True,True,True,True,True,False,True,False,False,True,13
4536-9239003194.igc,,JS-3-18m,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ECURRENT,MOP-(SN:221,ET=33,11,33,11,3.31V,p=1),SW:100, HW:3","ACZ,COT,CU1,CU2,ENL,FXA,GSP,LE1,LE2,MOP,MOT,OAT,RPM,TAS,TRT,VAT,VO1,VO2",18149,18149,0,True,,True,True,True,True,True,True,True,False,True,False,False,True,18
4536-9239003196.igc,"120824,1",Ventus 3M,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ECURRENT,MOP-(SN:296,ET=273,10,273,10,2.98V,p=1),SW:100, HW:1","ACZ,AOA,AOP,AOR,CUR,ENL,FXA,GSP,MOP,NET,OAT,SIU,TAS,TRT,VAT",6835,6835,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,15
4536-9239003197.igc,"120824,1",JS-3-18m,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ECURRENT,MOP-(SN:143,ET=76,19,76,19,0.05V,p=1),SW:201, HW:1","ACZ,AOA,AOP,AOR,CUR,ENL,FXA,GSP,MOP,NET,OAT,SIU,TAS,TRT,VAT",12285,12285,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,15
4536-9239003198.igc,,JS-3-18m,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10226,ET=32,16,32,16,0.04V,p=1),SW:100, HW:2","ACZ,ENL,FXA,GSP,MOP,OAT,TAS,TRT,VAT",13636,13636,0,True,,True,True,True,False,True,True,True,False,True,False,False,True,9
4536-9239003200.igc,,AS33Es,"ClearNav Instr., ClearNav II",,"Intersema,MS5540C,20000",,"ENL,FXA,GSP",7307,7307,0,True,,True,True,False,False,False,True,False,False,False,False,False,False,3
4536-9239003202.igc,"120824,1",JS-3-18m,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ECURRENT,MOP-(SN:208,ET=51,14,51,14,3.32V,p=1),SW:100, HW:3","ACZ,AOA,AOP,AOR,CUR,ENL,FXA,GSP,MOP,NET,OAT,SIU,TAS,TRT,VAT",12102,12102,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,15
4536-9239003203.igc,"130824,1",JS-3-18m_2L,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10161,ET=582,41,582,41,2.68V,p=70),SW:201, HW:2","ACZ,AOA,AOP,AOR,ENL,FXA,GSP,MOP,NET,OAT,SIU,TAS,TRT,VAT",14434,14432,2,True,,True,True,True,False,True,True,True,True,True,True,True,True,14
4536-9239003204.igc,"130824,1",18m AS33 @ventus,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",16462,16437,25,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9239003206.igc,,JS-3-18m Abm,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10181,ET=233,56,233,56,0.04V,p=1),SW:100, HW:2","ACZ,AOP,AOR,ENL,FXA,GSP,MOP,NET,OAT,TAS,TRT,VAT",18394,18394,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,12
4536-9239003208.igc,,,,,,,,0,0,0,False,[Errno 60] Operation timed out,False,False,False,False,False,False,False,False,False,False,False,False,0
4536-9239003211.igc,,,,,,,,0,0,0,False,[Errno 60] Operation timed out,False,False,False,False,False,False,False,False,False,False,False,False,0
4536-9239003212.igc,,,,,,,,0,0,0,False,[Errno 60] Operation timed out,False,False,False,False,False,False,False,False,False,False,False,False,0
4536-9239003213.igc,,,,,,,,0,0,0,False,[Errno 60] Operation timed out,False,False,False,False,False,False,False,False,False,False,False,False,0
4536-9239003214.igc,,,,,,,,0,0,0,False,[Errno 60] Operation timed out,False,False,False,False,False,False,False,False,False,False,False,False,0
4536-9239003215.igc,,,,,,,,0,0,0,False,[Errno 60] Operation timed out,False,False,False,False,False,False,False,False,False,False,False,False,0
4536-9239003216.igc,,,,,,,,0,0,0,False,[Errno 60] Operation timed out,False,False,False,False,False,False,False,False,False,False,False,False,0
4536-9239003218.igc,"130824,1",JS-3-18m,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10218,ET=33,18,33,18,0.04V,p=1),SW:100, HW:2","ACZ,AOA,AOP,AOR,ENL,FXA,GSP,MOP,NET,OAT,SIU,TAS,TRT,VAT",15426,15426,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,14
4536-9239003221.igc,,JS-3-18m,"LXNAV,LX9070F","uBLOX LEA-6S,50,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10365,ET=146,20,146,20,3.31V,p=1),SW:200, HW:20","ACZ,AOP,AOR,ENL,FXA,GSP,MOP,OAT,TAS,TRT,VAT",18373,18373,0,True,,True,True,True,False,True,True,True,False,True,True,True,True,11
4536-9239003222.igc,,AS 33ES/18m,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",13217,13217,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9239003225.igc,,JS-3-18m,"LXNAV,LX9070PF","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ECURRENT,MOP-(SN:366,ET=87,33,87,33,3.31V,p=1),SW:200, HW:20","ACZ,AOP,AOR,CUR,ENL,FXA,GSP,MOP,NET,OAT,TAS,TRT,VAT",17118,17118,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,13
4536-9239003227.igc,,JS-3-18m,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ECURRENT,MOP-(SN:221,ET=33,11,33,11,3.31V,p=1),SW:100, HW:3","ACZ,COT,CU1,CU2,ENL,FXA,GSP,LE1,LE2,MOP,MOT,OAT,RPM,TAS,TRT,VAT,VO1,VO2",18897,18897,0,True,,True,True,True,True,True,True,True,False,True,False,False,True,18
4536-9239003228.igc,,JS3-18m,"LXNAV,LX9000","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10186,ET=113,26,113,26,0.04V,p=1),SW:100, HW:2","ACZ,ENL,FXA,GSP,MOP,OAT,TAS,TRT,VAT",20003,20003,0,True,,True,True,True,False,True,True,True,False,True,False,False,True,9
4536-9239003230.igc,"130824,1",JS-3-18m,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ECURRENT,MOP-(SN:143,ET=76,19,76,19,0.05V,p=1),SW:201, HW:1","ACZ,AOA,AOP,AOR,CUR,ENL,FXA,GSP,MOP,NET,OAT,SIU,TAS,TRT,VAT",15381,15381,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,15
4536-9239003231.igc,,JS-3-18m,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10226,ET=32,16,32,16,0.04V,p=1),SW:100, HW:2","ACZ,ENL,FXA,GSP,MOP,OAT,TAS,TRT,VAT",16494,16494,0,True,,True,True,True,False,True,True,True,False,True,False,False,True,9
4536-9239003232.igc,,JS-3-18m,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ECURRENT,MOP-(SN:342,ET=36,20,36,20,3.30V,p=1),SW:200, HW:20","ACZ,AOP,AOR,CUR,ENL,FXA,GSP,MOP,NET,OAT,TAS,TRT,VAT",15117,15110,7,True,,True,True,True,False,True,True,True,True,True,True,True,True,13
4536-9239003234.igc,"130824,1",18m_N369QT_JS-3,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10247,ET=87,37,87,37,0.03V,p=1),SW:201, HW:2","ACZ,AOA,AOP,AOR,ENL,FXA,GSP,MOP,NET,OAT,SIU,TAS,TRT,VAT",17016,17016,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,14
4536-9239003235.igc,"130824,1",JS-3-18m,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ECURRENT,MOP-(SN:208,ET=51,14,51,14,3.32V,p=1),SW:100, HW:3","ACZ,AOA,AOP,AOR,CUR,ENL,FXA,GSP,MOP,NET,OAT,SIU,TAS,TRT,VAT",18567,18567,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,15
4536-9239003238.igc,,JS-3-18m,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10334,ET=58,32,58,32,3.30V,p=1),SW:200, HW:20","ACZ,AOP,AOR,ENL,FXA,GSP,MOP,NET,OAT,TAS,TRT,VAT",8340,8340,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,12
4536-9239003239.igc,"140824,1",JS-3-18m_2L,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10161,ET=582,41,582,41,2.67V,p=70),SW:201, HW:2","ACZ,AOA,AOP,AOR,ENL,FXA,GSP,MOP,NET,OAT,SIU,TAS,TRT,VAT",15115,15114,1,True,,True,True,True,False,True,True,True,True,True,True,True,True,14
4536-9239003240.igc,"140824,1",18m AS33 @ventus,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",17786,17749,37,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9239003241.igc,"140824,1",JS-3-18m,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",16281,16281,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9239003242.igc,,JS-3-18m Abm,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10181,ET=233,56,233,56,0.04V,p=1),SW:100, HW:2","ACZ,AOP,AOR,ENL,FXA,GSP,MOP,NET,OAT,TAS,TRT,VAT",18484,18484,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,12
4536-9239003244.igc,"140824,1",JS-3-18m,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,SIU,TAS,TRT,VAT",12841,12841,0,True,,True,True,False,False,True,True,True,False,True,False,False,True,9
4536-9239003245.igc,,AS 33Es 18m,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",16068,16068,0,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9239003246.igc,,JS-3-18m,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10295,ET=1764,7,1764,7,0.05V,p=1),SW:100, HW:2","ACZ,AOP,AOR,ENL,FXA,GSP,MOP,OAT,TAS,TRT,VAT",22016,22016,0,True,,True,True,True,False,True,True,True,False,True,True,True,True,11
4536-9239003247.igc,,Ventus 3M,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",16627,16627,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9239003248.igc,,Ventus 3T,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",16745,16745,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,12
4536-9239003249.igc,,JS-3-18m,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10190,ET=25622,184,25622,184,0.02V,p=1),SW:100, HW:2","ACZ,AOP,AOR,ENL,FXA,GSP,MOP,NET,OAT,TAS,TRT,VAT",15035,15035,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,12
4536-9239003251.igc,,JS-3-18m,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ECURRENT,MOP-(SN:306,ET=29,15,29,15,3.30V,p=1),SW:200, HW:20","0VO,103,ACZ,COT,CU1,CU2,ENL,FXA,GSP,LE1,MOP,MOT,NET,OAT,RPM,TAS,TRT,VAT,VO1",23554,23554,0,True,,True,True,True,True,True,True,True,True,True,False,False,True,19
4536-9239003252.igc,,JS-3-18m,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10194,ET=159,37,159,37,0.03V,p=64),SW:100, HW:2","ACZ,AOP,AOR,ENL,FXA,GSP,MOP,NET,OAT,TAS,TRT,VAT",12181,12181,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,12
4536-9239003253.igc,,JS-3-18m,"LXNAV,LX9070F","uBLOX LEA-6S,50,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10069,ET=747,80,747,80,3.24V,p=24),SW:201, HW:1","ACZ,ENL,FXA,GSP,MOP,OAT,TAS,TRT,VAT",22531,22531,0,True,,True,True,True,False,True,True,True,False,True,False,False,True,9
4536-9239003254.igc,"140824,1",JS-3-18m,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10218,ET=33,18,33,18,0.04V,p=1),SW:100, HW:2","ACZ,AOA,AOP,AOR,ENL,FXA,GSP,MOP,NET,OAT,SIU,TAS,TRT,VAT",15627,15627,0,True,,True,True,True,False,True,True,True,True,True,True,True,True,14
4536-9239003255.igc,,AS 33Es 18m,"LXNAV,S10","UBLOX,NEO-9,92,max50000m","INTERSEMA,MS5611,max30000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",16875,16875,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9239003256.igc,,JS-3-18m_MM,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m","LXV,ON,ACOUSTIC,MOP-(SN:10283,ET=52,31,52,31,0.03V,p=1),SW:100, HW:2","ACZ,ENL,FXA,GSP,MOP,OAT,TAS,TRT,VAT",15480,15480,0,True,,True,True,True,False,True,True,True,False,True,False,False,True,9
4536-9239003258.igc,,AS 33ES/18m,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",16829,16829,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9239003259.igc,,ASG29,"ClearNav Instr., ClearNav II",,"Intersema,MS5540C,20000",,"ENL,FXA,GSP",19171,19171,0,True,,True,True,False,False,False,True,False,False,False,False,False,False,3
